Invoice,InvoiceDate,Customer ID,StockCode,Description,Quantity,Price,Revenue,Country,TotalAmount
489935,2009-12-03 10:51:00,12934,84884A,Ant White Wire Heart Spiral,30.0,6.95,208.5,United Kingdom,208.5
489935,2009-12-03 10:51:00,12934,21769,Vintage Post Office Cabinet,1.0,6.95,6.95,United Kingdom,6.95
489994,2009-12-03 11:09:00,15291,22084,Paper Chain Kit Empire,40.0,6.95,278.0,United Kingdom,278.0
489994,2009-12-03 11:09:00,15291,22086,Paper Chain Kit 50'S Christmas ,80.0,6.95,556.0,United Kingdom,556.0
489994,2009-12-03 11:09:00,15291,22121,Noel Wooden Block Letters ,12.0,6.95,83.4,United Kingdom,83.4
489994,2009-12-03 11:09:00,15291,20685,Red Spotty Coir Doormat,10.0,6.95,69.5,United Kingdom,69.5
489996,2009-12-03 11:10:00,17209,21479,White Skull Hot Water Bottle ,3.0,6.95,20.85,United Kingdom,20.85
489996,2009-12-03 11:10:00,17209,21484,Chick Grey Hot Water Bottle,3.0,6.95,20.85,United Kingdom,20.85
489996,2009-12-03 11:10:00,17209,21481,Fawn Blue Hot Water Bottle,3.0,6.95,20.85,United Kingdom,20.85
489996,2009-12-03 11:10:00,17209,20748,Kensington Coffee Set,1.0,6.95,6.95,United Kingdom,6.95
489996,2009-12-03 11:10:00,17209,21666, Ridged Glass T-Light Holder,504.0,6.95,3502.8,United Kingdom,3502.8
489998,2009-12-03 11:19:00,15658,21955,Union Jack Guns & Roses  Doormat,2.0,6.95,13.9,United Kingdom,13.9
489998,2009-12-03 11:19:00,15658,21586,Kings Choice Giant Tube Matches,12.0,6.95,83.4,United Kingdom,83.4
489998,2009-12-03 11:19:00,15658,48185,Door Mat Fairy Cake,2.0,6.95,13.9,United Kingdom,13.9
489998,2009-12-03 11:19:00,15658,21696,Small Silver Trellis Candlepot,6.0,6.95,41.7,United Kingdom,41.7
489998,2009-12-03 11:19:00,15658,21693,Small Hammered Silver Candlepot ,6.0,6.95,41.7,United Kingdom,41.7
489998,2009-12-03 11:19:00,15658,21687,Silver Plate Candle Bowl Large,8.0,6.95,55.6,United Kingdom,55.6
489998,2009-12-03 11:19:00,15658,21688,Silver Plate Candle Bowl Small,12.0,6.95,83.4,United Kingdom,83.4
489998,2009-12-03 11:19:00,15658,84949,Silver Hanging T-Light Holder,12.0,6.95,83.4,United Kingdom,83.4
489998,2009-12-03 11:19:00,15658,22184,Cake Stand Victorian Filigree Large,2.0,6.95,13.9,United Kingdom,13.9
489998,2009-12-03 11:19:00,15658,22183,Cake Stand Victorian Filigree Med,3.0,6.95,20.85,United Kingdom,20.85
489998,2009-12-03 11:19:00,15658,22182,Cake Stand Victorian Filigree Small,4.0,6.95,27.8,United Kingdom,27.8
489998,2009-12-03 11:19:00,15658,22178,Victorian Glass Hanging T-Light,12.0,6.95,83.4,United Kingdom,83.4
489998,2009-12-03 11:19:00,15658,21552,Ceramic Birdhouse Black Rose  Large,2.0,6.95,13.9,United Kingdom,13.9
489998,2009-12-03 11:19:00,15658,21554,Ceramic Birdhouse Red Roof Large,2.0,6.95,13.9,United Kingdom,13.9
489998,2009-12-03 11:19:00,15658,21551,Ceramic Birdhouse Butterfly Large,2.0,6.95,13.9,United Kingdom,13.9
489998,2009-12-03 11:19:00,15658,21755,Love Building Block Word,3.0,6.95,20.85,United Kingdom,20.85
489998,2009-12-03 11:19:00,15658,21754,Home Building Block Word,3.0,6.95,20.85,United Kingdom,20.85
489998,2009-12-03 11:19:00,15658,21524,Spotty  Home Sweet Home Doormat,2.0,6.95,13.9,United Kingdom,13.9
489999,2009-12-03 11:25:00,17314,22121,Noel Wooden Block Letters ,3.0,6.95,20.85,United Kingdom,20.85
489999,2009-12-03 11:25:00,17314,35961,Folkart Zinc Heart Christmas Dec,12.0,6.95,83.4,United Kingdom,83.4
489999,2009-12-03 11:25:00,17314,21651,Hanging Glass Etched Tealight,12.0,6.95,83.4,United Kingdom,83.4
489999,2009-12-03 11:25:00,17314,84970L,Single Heart Zinc T-Light Holder,12.0,6.95,83.4,United Kingdom,83.4
489999,2009-12-03 11:25:00,17314,22178,Victorian Glass Hanging T-Light,12.0,6.95,83.4,United Kingdom,83.4
489999,2009-12-03 11:25:00,17314,85008,Set Of 3 Coney Island Oval Boxes,9.0,6.95,62.55,United Kingdom,62.550000000000004
489999,2009-12-03 11:25:00,17314,85184C,S/4 Valentine Decoupage Heart Box,12.0,6.95,83.4,United Kingdom,83.4
490000,2009-12-03 11:34:00,17155,10133,Colouring Pencils Brown Tube,20.0,6.95,139.0,United Kingdom,139.0
490000,2009-12-03 11:34:00,17155,84993B,75 Black Petit Four Cases,8.0,6.95,55.6,United Kingdom,55.6
490000,2009-12-03 11:34:00,17155,84990,60 Gold And Silver Fairy Cake Cases,8.0,6.95,55.6,United Kingdom,55.6
490000,2009-12-03 11:34:00,17155,21975,Pack Of 60 Dinosaur Cake Cases,8.0,6.95,55.6,United Kingdom,55.6
490000,2009-12-03 11:34:00,17155,21212,Pack Of 72 Retro Spot Cake Cases,8.0,6.95,55.6,United Kingdom,55.6
490000,2009-12-03 11:34:00,17155,21429,Red Gingham Rose Jewellery Box,1.0,6.95,6.95,United Kingdom,6.95
490000,2009-12-03 11:34:00,17155,22082,Ribbon Reel Stripes Design ,15.0,6.95,104.25,United Kingdom,104.25
490000,2009-12-03 11:34:00,17155,22151,Place Setting White Heart,5.0,6.95,34.75,United Kingdom,34.75
490000,2009-12-03 11:34:00,17155,21479,White Skull Hot Water Bottle ,1.0,6.95,6.95,United Kingdom,6.95
490000,2009-12-03 11:34:00,17155,21156,Red Spotty Childs Apron,3.0,6.95,20.85,United Kingdom,20.85
490000,2009-12-03 11:34:00,17155,21552,Ceramic Birdhouse Black Rose  Large,6.0,6.95,41.7,United Kingdom,41.7
490000,2009-12-03 11:34:00,17155,21551,Ceramic Birdhouse Butterfly Large,6.0,6.95,41.7,United Kingdom,41.7
490001,2009-12-03 11:45:00,15965,84270,Asstd Design Bubble Gum Ring,30.0,6.95,208.5,United Kingdom,208.5
490001,2009-12-03 11:45:00,15965,85123A,White Hanging Heart T-Light Holder,64.0,6.95,444.8,United Kingdom,444.8
490002,2009-12-03 11:46:00,17322,21928,Jumbo Bag Scandinavian Paisley,1.0,6.95,6.95,United Kingdom,6.95
490002,2009-12-03 11:46:00,17322,22355,"Charlotte Bag , Suki Design",2.0,6.95,13.9,United Kingdom,13.9
490002,2009-12-03 11:46:00,17322,20963,Apple Bath Sponge,3.0,6.95,20.85,United Kingdom,20.85
490002,2009-12-03 11:46:00,17322,20960,Watermelon Bath Sponge,11.0,6.95,76.45,United Kingdom,76.45
490002,2009-12-03 11:46:00,17322,20961,Strawberry Bath Sponge ,6.0,6.95,41.7,United Kingdom,41.7
490002,2009-12-03 11:46:00,17322,85040B,Set/4 Blue Flower Candles In Bowl,3.0,6.95,20.85,United Kingdom,20.85
490002,2009-12-03 11:46:00,17322,85040A,S/4 Pink Flower Candles In Bowl,3.0,6.95,20.85,United Kingdom,20.85
490002,2009-12-03 11:46:00,17322,85041,Set/4 Pink Orchid Candles In Bowl,3.0,6.95,20.85,United Kingdom,20.85
490002,2009-12-03 11:46:00,17322,84270,Asstd Design Bubble Gum Ring,30.0,6.95,208.5,United Kingdom,208.5
490002,2009-12-03 11:46:00,17322,72529W,White Advent Candle,4.0,6.95,27.8,United Kingdom,27.8
490002,2009-12-03 11:46:00,17322,90085,Crystal Stiletto Phone Charm,4.0,6.95,27.8,United Kingdom,27.8
490002,2009-12-03 11:46:00,17322,90090,Pink Crystal Heart Phone Charm,2.0,6.95,13.9,United Kingdom,13.9
490002,2009-12-03 11:46:00,17322,90083,Crystal Czech Cross Phone Charm,2.0,6.95,13.9,United Kingdom,13.9
490002,2009-12-03 11:46:00,17322,90088,Crystal Key+Lock Phone Charm,2.0,6.95,13.9,United Kingdom,13.9
490002,2009-12-03 11:46:00,17322,90084,Pink Crystal Guitar Phone Charm,4.0,6.95,27.8,United Kingdom,27.8
490002,2009-12-03 11:46:00,17322,16215,Funky Girlz Magnetic To Do List ,3.0,6.95,20.85,United Kingdom,20.85
490002,2009-12-03 11:46:00,17322,16212,Funky Girlz Asst Magnetic Memo Pad,4.0,6.95,27.8,United Kingdom,27.8
490002,2009-12-03 11:46:00,17322,17164B,Ass Col Small Sand Gecko P'Weight,2.0,6.95,13.9,United Kingdom,13.9
490002,2009-12-03 11:46:00,17322,17164D,Ass Col Small Sand Frog P'Weight,4.0,6.95,27.8,United Kingdom,27.8
490002,2009-12-03 11:46:00,17322,21582,Kings Choice Small Tube Matches,4.0,6.95,27.8,United Kingdom,27.8
490002,2009-12-03 11:46:00,17322,20718,Red Spotty Shopper Bag,4.0,6.95,27.8,United Kingdom,27.8
490002,2009-12-03 11:46:00,17322,20714,Posy Shopper Bag,2.0,6.95,13.9,United Kingdom,13.9
490002,2009-12-03 11:46:00,17322,20716,Party Food Shopper Bag,2.0,6.95,13.9,United Kingdom,13.9
490002,2009-12-03 11:46:00,17322,22276,Wash Bag Vintage Rose Paisley,2.0,6.95,13.9,United Kingdom,13.9
490002,2009-12-03 11:46:00,17322,20713,Jumbo Bag Owls,3.0,6.95,20.85,United Kingdom,20.85
490002,2009-12-03 11:46:00,17322,85099B,Jumbo Bag Red White Spotty ,2.0,6.95,13.9,United Kingdom,13.9
490002,2009-12-03 11:46:00,17322,21931,Jumbo Storage Bag Suki,2.0,6.95,13.9,United Kingdom,13.9
490002,2009-12-03 11:46:00,17322,21929,Jumbo Bag Pink Vintage Paisley,1.0,6.95,6.95,United Kingdom,6.95
490003,2009-12-03 11:51:00,16159,21380,Wooden Happy Birthday Garland,12.0,6.95,83.4,United Kingdom,83.4
490003,2009-12-03 11:51:00,16159,72756,Fairy Cake Candles,45.0,6.95,312.75,United Kingdom,312.75
490003,2009-12-03 11:51:00,16159,84997A,Green 3 Piece Mini Dots Cutlery Set,6.0,6.95,41.7,United Kingdom,41.7
490003,2009-12-03 11:51:00,16159,84997D,Pink 3 Piece Mini Dots Cutlery Set,6.0,6.95,41.7,United Kingdom,41.7
490003,2009-12-03 11:51:00,16159,84997B,Red 3 Piece Mini Dots Cutlery Set,6.0,6.95,41.7,United Kingdom,41.7
490003,2009-12-03 11:51:00,16159,21212,Pack Of 72 Retro Spot Cake Cases,24.0,6.95,166.8,United Kingdom,166.8
490003,2009-12-03 11:51:00,16159,21977,Pack Of 60 Pink Paisley Cake Cases,24.0,6.95,166.8,United Kingdom,166.8
490003,2009-12-03 11:51:00,16159,84991,60 Teatime Fairy Cake Cases,24.0,6.95,166.8,United Kingdom,166.8
490003,2009-12-03 11:51:00,16159,48188,Door Mat Welcome Puppies,4.0,6.95,27.8,United Kingdom,27.8
490003,2009-12-03 11:51:00,16159,48111,Door Mat 3 Smiley Cats,4.0,6.95,27.8,United Kingdom,27.8
490003,2009-12-03 11:51:00,16159,48187,Door Mat New England,4.0,6.95,27.8,United Kingdom,27.8
490003,2009-12-03 11:51:00,16159,20685,Red Spotty Coir Doormat,4.0,6.95,27.8,United Kingdom,27.8
490004,2009-12-03 11:53:00,14051,79323P,Pink Cherry Lights,24.0,6.95,166.8,United Kingdom,166.8
490004,2009-12-03 11:53:00,14051,79323LP,Light Pink Cherry Lights,24.0,6.95,166.8,United Kingdom,166.8
490004,2009-12-03 11:53:00,14051,22111,Scottie Dog Hot Water Bottle,24.0,6.95,166.8,United Kingdom,166.8
490004,2009-12-03 11:53:00,14051,21877,Home Sweet Home Mug,36.0,6.95,250.2,United Kingdom,250.20000000000002
490004,2009-12-03 11:53:00,14051,22112,Chocolate Hot Water Bottle,24.0,6.95,166.8,United Kingdom,166.8
490004,2009-12-03 11:53:00,14051,21523,Fancy Font Home Sweet Home Doormat,20.0,6.95,139.0,United Kingdom,139.0
490004,2009-12-03 11:53:00,14051,84029G,Knitted Union Flag Hot Water Bottle,24.0,6.95,166.8,United Kingdom,166.8
490004,2009-12-03 11:53:00,14051,22125,Union Jack Hot Water Bottle ,24.0,6.95,166.8,United Kingdom,166.8
490004,2009-12-03 11:53:00,14051,22114,Hot Water Bottle Tea And Sympathy,24.0,6.95,166.8,United Kingdom,166.8
490005,2009-12-03 11:57:00,13993,21185, Home Sweet Home  Blackboard,3.0,6.95,20.85,United Kingdom,20.85
490005,2009-12-03 11:57:00,13993,21770,Open Closed Metal Sign,2.0,6.95,13.9,United Kingdom,13.9
490005,2009-12-03 11:57:00,13993,21668,Red Stripe Ceramic Drawer Knob,12.0,6.95,83.4,United Kingdom,83.4
490005,2009-12-03 11:57:00,13993,21671,Red Spot Ceramic Drawer Knob,12.0,6.95,83.4,United Kingdom,83.4
490005,2009-12-03 11:57:00,13993,21669,Blue Stripe Ceramic Drawer Knob,12.0,6.95,83.4,United Kingdom,83.4
490005,2009-12-03 11:57:00,13993,21670,Blue Spot Ceramic Drawer Knob,12.0,6.95,83.4,United Kingdom,83.4
490005,2009-12-03 11:57:00,13993,20685,Red Spotty Coir Doormat,4.0,6.95,27.8,United Kingdom,27.8
490005,2009-12-03 11:57:00,13993,21523,Fancy Font Home Sweet Home Doormat,4.0,6.95,27.8,United Kingdom,27.8
490005,2009-12-03 11:57:00,13993,48173C,Door Mat Black Flock ,4.0,6.95,27.8,United Kingdom,27.8
490005,2009-12-03 11:57:00,13993,48194,Doormat Hearts,2.0,6.95,13.9,United Kingdom,13.9
490005,2009-12-03 11:57:00,13993,48187,Door Mat New England,4.0,6.95,27.8,United Kingdom,27.8
490005,2009-12-03 11:57:00,13993,21754,Home Building Block Word,3.0,6.95,20.85,United Kingdom,20.85
490005,2009-12-03 11:57:00,13993,22083,Paper Chain Kit Retro Spot,12.0,6.95,83.4,United Kingdom,83.4
490005,2009-12-03 11:57:00,13993,21589,Swallow Giant Tube Matches,24.0,6.95,166.8,United Kingdom,166.8
490005,2009-12-03 11:57:00,13993,21592,Retro Spot  Cigar Box Matches ,24.0,6.95,166.8,United Kingdom,166.8
490005,2009-12-03 11:57:00,13993,48184,Door Mat English Rose ,2.0,6.95,13.9,United Kingdom,13.9
490005,2009-12-03 11:57:00,13993,84509B,Fairy Cake Placemats,8.0,6.95,55.6,United Kingdom,55.6
490005,2009-12-03 11:57:00,13993,21294,Etched Glass Coaster,12.0,6.95,83.4,United Kingdom,83.4
490005,2009-12-03 11:57:00,13993,84510B,Set Of 4 Fairy Cakes Coasters ,10.0,6.95,69.5,United Kingdom,69.5
490005,2009-12-03 11:57:00,13993,22177,5 Hook Blackboard Organiser ,4.0,6.95,27.8,United Kingdom,27.8
490005,2009-12-03 11:57:00,13993,21175,Gin + Tonic Diet Metal Sign,6.0,6.95,41.7,United Kingdom,41.7
490005,2009-12-03 11:57:00,13993,21181,Please One Person  Metal Sign,6.0,6.95,41.7,United Kingdom,41.7
490005,2009-12-03 11:57:00,13993,21908,Chocolate This Way Metal Sign,6.0,6.95,41.7,United Kingdom,41.7
490005,2009-12-03 11:57:00,13993,21340,Classic Metal Birdcage Plant Holder,3.0,6.95,20.85,United Kingdom,20.85
490005,2009-12-03 11:57:00,13993,21145,Antique Glass Place Setting,12.0,6.95,83.4,United Kingdom,83.4
490006,2009-12-03 12:02:00,17411,84347,Rotating Silver Angels T-Light Hldr,6.0,6.95,41.7,United Kingdom,41.7
490006,2009-12-03 12:02:00,17411,22163,Heart String Memo Holder Hanging,6.0,6.95,41.7,United Kingdom,41.7
490006,2009-12-03 12:02:00,17411,35979,Six String Scandinavian Heart Decs,6.0,6.95,41.7,United Kingdom,41.7
490006,2009-12-03 12:02:00,17411,79323P,Pink Cherry Lights,8.0,6.95,55.6,United Kingdom,55.6
490006,2009-12-03 12:02:00,17411,85038,6 Chocolate Love Heart T-Lights,6.0,6.95,41.7,United Kingdom,41.7
490006,2009-12-03 12:02:00,17411,84832,Zinc Willie Winkie  Candle Stick,12.0,6.95,83.4,United Kingdom,83.4
490006,2009-12-03 12:02:00,17411,22337,Angel Decoration Painted Zinc ,24.0,6.95,166.8,United Kingdom,166.8
490006,2009-12-03 12:02:00,17411,21018,Bird Box Christmas Tree Decoration,12.0,6.95,83.4,United Kingdom,83.4
490006,2009-12-03 12:02:00,17411,22186,Red Star Card Holder,6.0,6.95,41.7,United Kingdom,41.7
490006,2009-12-03 12:02:00,17411,22187,Green Christmas Tree Card Holder,4.0,6.95,27.8,United Kingdom,27.8
490006,2009-12-03 12:02:00,17411,22086,Paper Chain Kit 50'S Christmas ,6.0,6.95,41.7,United Kingdom,41.7
490006,2009-12-03 12:02:00,17411,21186,White Dove Honeycomb Paper Garland,12.0,6.95,83.4,United Kingdom,83.4
490006,2009-12-03 12:02:00,17411,15039,Sandalwood Fan,10.0,6.95,69.5,United Kingdom,69.5
490006,2009-12-03 12:02:00,17411,79321,Chilli Lights,4.0,6.95,27.8,United Kingdom,27.8
490006,2009-12-03 12:02:00,17411,85042,Antique Lily Fairy Lights,4.0,6.95,27.8,United Kingdom,27.8
490006,2009-12-03 12:02:00,17411,21738,Cosy Slipper Shoes Small  Red ,6.0,6.95,41.7,United Kingdom,41.7
490006,2009-12-03 12:02:00,17411,21739,Cosy Slipper Shoes Small Green,6.0,6.95,41.7,United Kingdom,41.7
490006,2009-12-03 12:02:00,17411,21740,Cosy Slipper Shoes Large Red,6.0,6.95,41.7,United Kingdom,41.7
490006,2009-12-03 12:02:00,17411,21741,Cosy Slipper Shoes Large Green,6.0,6.95,41.7,United Kingdom,41.7
490008,2009-12-03 12:10:00,15768,84627,Candy Stripe Rose C/Cover ,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21648,Assorted Tutti Frutti Small Purse,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,21276,Two Embossed Heart Mini Drawers,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21784,Shoe Shine Box ,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,21218,Red Spotty Biscuit Tin,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,10138,Assorted Colour Jumbo Pen,12.0,6.95,83.4,United Kingdom,83.4
490008,2009-12-03 12:10:00,15768,85152,Hand Over The Chocolate   Sign ,12.0,6.95,83.4,United Kingdom,83.4
490008,2009-12-03 12:10:00,15768,21929,Jumbo Bag Pink Vintage Paisley,4.0,6.95,27.8,United Kingdom,27.8
490008,2009-12-03 12:10:00,15768,22275,Weekend Bag Vintage Rose Paisley,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,35832,Woolly Hat Sock Glove Advent String,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,22152,Place Setting White Star,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,22151,Place Setting White Heart,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,85053,French Enamel Candleholder,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,22352,Lunchbox With Cutlery Retrospot ,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21106,Cream Slice Flannel Chocolate Spot ,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21107,Cream Slice Flannel Pink Spot ,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21210,Set Of 72 Retro Spot Paper  Doilies,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,84987,Set Of 36 Teatime Paper Doilies,8.0,6.95,55.6,United Kingdom,55.6
490008,2009-12-03 12:10:00,15768,84510A,Set Of 4 English Rose Coasters,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,22310,Knitted Mug Cosy Ivory Colour ,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21540,Dairy Maid Ceramic Butter Dish,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21533,Retro Spot Large Milk Jug,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21754,Home Building Block Word,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,22114,Hot Water Bottle Tea And Sympathy,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,22309,Tea Cosy Red  Stripe,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,22308,Tea Cosy Blue Stripe,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,37503,Tea Time Cake Stand In Gift Box,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,84509A,English Rose Placemats,3.0,6.95,20.85,United Kingdom,20.85
490008,2009-12-03 12:10:00,15768,17109C,Flower Fairy Incense Rose,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,17109B,Flower Fairy Incense Lavender,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,84249D,Fairy Cake Greetings Card,12.0,6.95,83.4,United Kingdom,83.4
490008,2009-12-03 12:10:00,15768,22139,Retro Spot Tea Set Ceramic 11 Pc ,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21620,S/4 Rose    Botanical  Candle,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,21617,4 Lily  Botanical Dinner Candles,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,21619,4 Vanilla Botanical Candles,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,47591B,Scotties Des Child'S Apron,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21156,Red Spotty Childs Apron,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,47591C,Blue Fairy Cake Child'S Apron,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,47591D,Pink Fairy Cake Child'S Apron,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,85123A,White Hanging Heart T-Light Holder,3.0,6.95,20.85,United Kingdom,20.85
490008,2009-12-03 12:10:00,15768,20750, Red/White Dot Mini Cases,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,20749,Assorted Colour Mini Cases,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,84270,Asstd Design Bubble Gum Ring,30.0,6.95,208.5,United Kingdom,208.5
490008,2009-12-03 12:10:00,15768,21690,Silver  Candlepot Jardin ,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,20814,Silver Finch Decoration,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,21430,Set/3 Red Gingham Rose Storage Box,3.0,6.95,20.85,United Kingdom,20.85
490008,2009-12-03 12:10:00,15768,47591A,Carousel Des Child'S Apron,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,47591B,Scotties Des Child'S Apron,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,84537B,Fairy Cakes Gift Bag,6.0,6.95,41.7,United Kingdom,41.7
490008,2009-12-03 12:10:00,15768,22033,Botanical Rose Greeting Card,12.0,6.95,83.4,United Kingdom,83.4
490008,2009-12-03 12:10:00,15768,22032,Botanical Lily Greeting Card,12.0,6.95,83.4,United Kingdom,83.4
490008,2009-12-03 12:10:00,15768,22031,Botanical Lavender Birthday Card,12.0,6.95,83.4,United Kingdom,83.4
490008,2009-12-03 12:10:00,15768,21115,Rose Caravan Doorstop,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21407,Brown Check Cat Doorstop ,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,16161M,Wrap  Pink Flock,25.0,6.95,173.75,United Kingdom,173.75
490008,2009-12-03 12:10:00,15768,82482,Wooden Picture Frame White Finish,12.0,6.95,83.4,United Kingdom,83.4
490008,2009-12-03 12:10:00,15768,21450,Distressed Candle Stick White,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,84763,Zinc Finish 15Cm Planter Pots,6.0,6.95,41.7,United Kingdom,41.7
490008,2009-12-03 12:10:00,15768,82486,Wood S/3 Cabinet Ant White Finish,6.0,6.95,41.7,United Kingdom,41.7
490008,2009-12-03 12:10:00,15768,85067,Cream Sweetheart Wall Cabinet,1.0,6.95,6.95,United Kingdom,6.95
490008,2009-12-03 12:10:00,15768,21781,Ma Campagne Cutlery Box,2.0,6.95,13.9,United Kingdom,13.9
490008,2009-12-03 12:10:00,15768,35810A,Enamel Pink Coffee Container,6.0,6.95,41.7,United Kingdom,41.7
490008,2009-12-03 12:10:00,15768,35809A,Enamel Pink Tea Container,6.0,6.95,41.7,United Kingdom,41.7
490008,2009-12-03 12:10:00,15768,35811A,Enamel Pink Sugar Container,6.0,6.95,41.7,United Kingdom,41.7
490009,2009-12-03 12:13:00,12835,35991,Set/6 Black Snowflake T-Lights ,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,20943,Set/6 Gingerbread Star T-Lights,5.0,6.95,34.75,United Kingdom,34.75
490009,2009-12-03 12:13:00,12835,21157,Red Spotty Washbag,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,84380,Set Of 3 Butterfly Cookie Cutters,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,21612,Set 12 Wildflower Botanical T-Light,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,84569C,Pack 4 Flower/Butterfly Patches,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,84569D,Pack 6 Heart/Ice-Cream Patches,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,72814,Set/3 Christmas Briar Candles,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,22195,Large Heart Measuring Spoons,2.0,6.95,13.9,United Kingdom,13.9
490009,2009-12-03 12:13:00,12835,22196,Small Heart Measuring Spoons,8.0,6.95,55.6,United Kingdom,55.6
490009,2009-12-03 12:13:00,12835,20967,Grey Floral Feltcraft Shoulder Bag,2.0,6.95,13.9,United Kingdom,13.9
490009,2009-12-03 12:13:00,12835,20970,Pink Floral Feltcraft Shoulder Bag,2.0,6.95,13.9,United Kingdom,13.9
490009,2009-12-03 12:13:00,12835,22278,Overnight Bag Vintage Rose Paisley,2.0,6.95,13.9,United Kingdom,13.9
490009,2009-12-03 12:13:00,12835,21931,Jumbo Storage Bag Suki,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,21933,Pink Vintage Paisley Picnic Bag,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,21932,Scandinavian Paisley Picnic Bag,2.0,6.95,13.9,United Kingdom,13.9
490009,2009-12-03 12:13:00,12835,21110,Large Cake Towel Pink Spots,3.0,6.95,20.85,United Kingdom,20.85
490009,2009-12-03 12:13:00,12835,48129,Door Mat Topiary,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,48188,Door Mat Welcome Puppies,1.0,6.95,6.95,United Kingdom,6.95
490009,2009-12-03 12:13:00,12835,20685,Red Spotty Coir Doormat,2.0,6.95,13.9,United Kingdom,13.9
490009,2009-12-03 12:13:00,12835,85099B,Jumbo Bag Red White Spotty ,5.0,6.95,34.75,United Kingdom,34.75
